1.45000e+03,1.60496e-24
1.45010e+03,1.49989e-24
1.45019e+03,1.40443e-24
1.45029e+03,1.31992e-24
1.45038e+03,1.24770e-24
1.45048e+03,1.18913e-24
1.45057e+03,1.14554e-24
1.45067e+03,1.11827e-24
1.45076e+03,1.10868e-24
1.45086e+03,1.11809e-24
1.45095e+03,1.14787e-24
1.45105e+03,1.19934e-24
1.45114e+03,1.27385e-24
1.45124e+03,1.37275e-24
1.45133e+03,1.49738e-24
1.45143e+03,1.64908e-24
1.45152e+03,1.82920e-24
1.45162e+03,2.03907e-24
1.45171e+03,2.28005e-24
1.45181e+03,2.55348e-24
1.45190e+03,2.86069e-24
1.45199e+03,3.20304e-24
1.45209e+03,3.58186e-24
1.45218e+03,3.99850e-24
1.45228e+03,4.45430e-24
1.45238e+03,4.95061e-24
1.45247e+03,5.66681e-24
1.45257e+03,5.83516e-24
1.45266e+03,6.38242e-24
1.45276e+03,7.16782e-24
1.45285e+03,7.97512e-24
1.45295e+03,9.19793e-24
1.45304e+03,1.02972e-23
1.45314e+03,1.19120e-23
1.45323e+03,1.33695e-23
1.45333e+03,1.44744e-23
1.45342e+03,1.57071e-23
1.45352e+03,1.64484e-23
1.45361e+03,1.82370e-23
1.45371e+03,1.92635e-23
1.45380e+03,1.99234e-23
1.45390e+03,2.16691e-23
1.45399e+03,2.27121e-23
1.45409e+03,2.38826e-23
1.45418e+03,2.53457e-23
1.45428e+03,2.68910e-23
1.45437e+03,2.83672e-23
1.45447e+03,2.90724e-23
1.45456e+03,2.87038e-23
1.45466e+03,2.91139e-23
1.45475e+03,2.91400e-23
1.45485e+03,2.99516e-23
1.45494e+03,2.95648e-23
1.45504e+03,3.00960e-23
1.45513e+03,3.06392e-23
1.45522e+03,3.11732e-23
1.45532e+03,3.11127e-23
1.45542e+03,3.14845e-23
1.45551e+03,3.21418e-23
1.45561e+03,3.15575e-23
1.45570e+03,3.17450e-23
1.45580e+03,3.17440e-23
1.45589e+03,3.32512e-23
1.45598e+03,3.33438e-23
1.45608e+03,3.32694e-23
1.45618e+03,3.31997e-23
1.45627e+03,3.27056e-23
1.45637e+03,3.33397e-23
1.45646e+03,3.48134e-23
1.45656e+03,3.49593e-23
1.45665e+03,3.48050e-23
1.45674e+03,3.48847e-23
1.45684e+03,3.62895e-23
1.45694e+03,3.62024e-23
1.45703e+03,3.67091e-23
1.45713e+03,3.68022e-23
1.45722e+03,3.90125e-23
1.45732e+03,3.98227e-23
1.45741e+03,4.17542e-23
1.45751e+03,4.41810e-23
1.45760e+03,4.59581e-23
1.45770e+03,4.88214e-23
1.45779e+03,5.12290e-23
1.45789e+03,5.37726e-23
1.45798e+03,5.57985e-23
1.45808e+03,5.88624e-23
1.45817e+03,6.10445e-23
1.45827e+03,6.35863e-23
1.45836e+03,6.68635e-23
1.45845e+03,6.78529e-23
1.45855e+03,6.95856e-23
1.45865e+03,7.27765e-23
1.45874e+03,7.39943e-23
1.45884e+03,7.66096e-23
1.45893e+03,7.94227e-23
1.45903e+03,8.14939e-23
1.45912e+03,8.46855e-23
1.45921e+03,8.62725e-23
1.45931e+03,8.87933e-23
1.45941e+03,9.16221e-23
1.45950e+03,9.50487e-23
1.45960e+03,9.66447e-23
1.45969e+03,9.83338e-23
1.45979e+03,1.01503e-22
1.45988e+03,1.04535e-22
1.45997e+03,1.07509e-22
1.46007e+03,1.08904e-22
1.46017e+03,1.11483e-22
1.46026e+03,1.14370e-22
1.46036e+03,1.17494e-22
1.46045e+03,1.20786e-22
1.46055e+03,1.22368e-22
1.46064e+03,1.25653e-22
1.46073e+03,1.28524e-22
1.46083e+03,1.31495e-22
1.46093e+03,1.32897e-22
1.46102e+03,1.34728e-22
1.46112e+03,1.37105e-22
1.46121e+03,1.39474e-22
1.46131e+03,1.41261e-22
1.46140e+03,1.42671e-22
1.46149e+03,1.43493e-22
1.46159e+03,1.45864e-22
1.46169e+03,1.46613e-22
1.46178e+03,1.50227e-22
1.46188e+03,1.51989e-22
1.46197e+03,1.53256e-22
1.46207e+03,1.53978e-22
1.46216e+03,1.55818e-22
1.46226e+03,1.57752e-22
1.46235e+03,1.59806e-22
1.46244e+03,1.62668e-22
1.46254e+03,1.65084e-22
1.46264e+03,1.66613e-22
1.46273e+03,1.70638e-22
1.46283e+03,1.73798e-22
1.46292e+03,1.76529e-22
1.46302e+03,1.78113e-22
1.46311e+03,1.79633e-22
1.46320e+03,1.81793e-22
1.46330e+03,1.85140e-22
1.46340e+03,1.88931e-22
1.46349e+03,1.91615e-22
