1.45999e+03,1.76609e-21
1.45999e+03,1.76634e-21
1.46000e+03,1.76658e-21
1.46000e+03,1.76683e-21
1.46000e+03,1.76707e-21
1.46001e+03,1.76732e-21
1.46001e+03,1.76757e-21
1.46002e+03,1.76782e-21
1.46002e+03,1.76807e-21
1.46003e+03,1.76832e-21
1.46003e+03,1.76857e-21
1.46004e+03,1.76883e-21
1.46005e+03,1.76908e-21
1.46005e+03,1.76934e-21
1.46005e+03,1.76959e-21
1.46006e+03,1.76985e-21
1.46006e+03,1.77011e-21
1.46007e+03,1.77037e-21
1.46007e+03,1.77063e-21
1.46008e+03,1.77089e-21
1.46008e+03,1.77115e-21
1.46009e+03,1.77141e-21
1.46009e+03,1.77168e-21
1.46010e+03,1.77194e-21
1.46011e+03,1.77221e-21
1.46011e+03,1.77247e-21
1.46011e+03,1.77274e-21
1.46012e+03,1.77301e-21
1.46012e+03,1.77328e-21
1.46013e+03,1.77355e-21
1.46013e+03,1.77382e-21
1.46014e+03,1.77409e-21
1.46014e+03,1.77436e-21
1.46015e+03,1.77464e-21
1.46015e+03,1.77491e-21
1.46016e+03,1.77519e-21
1.46016e+03,1.77546e-21
1.46017e+03,1.77574e-21
1.46017e+03,1.77602e-21
1.46018e+03,1.77630e-21
1.46018e+03,1.77658e-21
1.46019e+03,1.77686e-21
1.46019e+03,1.77714e-21
1.46020e+03,1.77743e-21
1.46021e+03,1.77771e-21
1.46021e+03,1.77800e-21
1.46021e+03,1.77828e-21
1.46022e+03,1.77857e-21
1.46022e+03,1.77886e-21
1.46023e+03,1.77915e-21
1.46024e+03,1.77944e-21
1.46024e+03,1.77973e-21
1.46024e+03,1.78002e-21
1.46025e+03,1.78031e-21
1.46025e+03,1.78060e-21
1.46026e+03,1.78090e-21
1.46027e+03,1.78119e-21
1.46027e+03,1.78149e-21
1.46027e+03,1.78179e-21
1.46028e+03,1.78209e-21
1.46029e+03,1.78239e-21
1.46029e+03,1.78269e-21
1.46029e+03,1.78299e-21
1.46030e+03,1.78329e-21
1.46030e+03,1.78359e-21
1.46031e+03,1.78390e-21
1.46032e+03,1.78420e-21
1.46032e+03,1.78451e-21
1.46032e+03,1.78481e-21
1.46033e+03,1.78512e-21
1.46033e+03,1.78543e-21
1.46034e+03,1.78574e-21
1.46034e+03,1.78605e-21
1.46035e+03,1.78636e-21
1.46035e+03,1.78667e-21
1.46036e+03,1.78699e-21
1.46036e+03,1.78730e-21
1.46037e+03,1.78762e-21
1.46037e+03,1.78793e-21
1.46038e+03,1.78825e-21
1.46038e+03,1.78857e-21
1.46039e+03,1.78889e-21
1.46039e+03,1.78921e-21
1.46040e+03,1.78953e-21
1.46040e+03,1.78985e-21
1.46041e+03,1.79017e-21
1.46041e+03,1.79049e-21
1.46042e+03,1.79082e-21
1.46043e+03,1.79114e-21
1.46043e+03,1.79147e-21
1.46043e+03,1.79180e-21
1.46044e+03,1.79213e-21
1.46045e+03,1.79246e-21
1.46045e+03,1.79279e-21
1.46045e+03,1.79312e-21
1.46046e+03,1.79345e-21
1.46046e+03,1.79378e-21
1.46047e+03,1.79412e-21
1.46048e+03,1.79445e-21
1.46048e+03,1.79479e-21
1.46048e+03,1.79512e-21
1.46049e+03,1.79546e-21
1.46049e+03,1.79580e-21
1.46050e+03,1.79614e-21
1.46051e+03,1.79648e-21
1.46051e+03,1.79682e-21
1.46051e+03,1.79716e-21
1.46052e+03,1.79751e-21
1.46053e+03,1.79785e-21
1.46053e+03,1.79820e-21
1.46053e+03,1.79854e-21
1.46054e+03,1.79889e-21
1.46054e+03,1.79924e-21
1.46055e+03,1.79959e-21
1.46056e+03,1.79994e-21
1.46056e+03,1.80029e-21
1.46056e+03,1.80064e-21
1.46057e+03,1.80099e-21
1.46057e+03,1.80134e-21
1.46058e+03,1.80170e-21
1.46059e+03,1.80205e-21
1.46059e+03,1.80241e-21
1.46059e+03,1.80277e-21
1.46060e+03,1.80313e-21
1.46061e+03,1.80349e-21
1.46061e+03,1.80385e-21
1.46061e+03,1.80421e-21
1.46062e+03,1.80457e-21
1.46062e+03,1.80493e-21
1.46063e+03,1.80530e-21
1.46064e+03,1.80566e-21
1.46064e+03,1.80603e-21
1.46064e+03,1.80639e-21
1.46065e+03,1.80676e-21
1.46065e+03,1.80713e-21
1.46066e+03,1.80750e-21
1.46067e+03,1.80787e-21
1.46067e+03,1.80824e-21
1.46067e+03,1.80861e-21
1.46068e+03,1.80899e-21
1.46069e+03,1.80936e-21
1.46069e+03,1.80974e-21
1.46069e+03,1.81011e-21
1.46070e+03,1.81049e-21
1.46070e+03,1.81087e-21
1.46071e+03,1.81125e-21
1.46072e+03,1.81163e-21
1.46072e+03,1.81201e-21
1.46072e+03,1.81239e-21
1.46073e+03,1.81277e-21
1.46074e+03,1.81316e-21
1.46074e+03,1.81354e-21
1.46075e+03,1.81393e-21
1.46075e+03,1.81431e-21
1.46075e+03,1.81470e-21
1.46076e+03,1.81509e-21
1.46077e+03,1.81548e-21
1.46077e+03,1.81587e-21
1.46077e+03,1.81626e-21
1.46078e+03,1.81665e-21
1.46078e+03,1.81704e-21
1.46079e+03,1.81744e-21
1.46080e+03,1.81783e-21
1.46080e+03,1.81823e-21
